ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,Image-URL-L
0385075448,Little Flowers of St. Francis,Raphael Brown,Image,1971.0,http://images.amazon.com/images/P/0385075448.01.LZZZZZZZ.jpg
0829413502,"The Seeker's Guide to Saints (Seeker Series (Chicago, Ill.).)",Mitch Finley,Loyola Press,2000.0,http://images.amazon.com/images/P/0829413502.01.LZZZZZZZ.jpg
0517593653,Pope Joan: A Novel,Donna Woolfolk Cross,Crown Publishers,1996.0,http://images.amazon.com/images/P/0517593653.01.LZZZZZZZ.jpg
0842301232,"The Book of Names: Over 1000 Biblical, Historical and Popular Names",Sarah Peterson Hage,Tyndale House Publishers,1997.0,http://images.amazon.com/images/P/0842301232.01.LZZZZZZZ.jpg
0316517305,Ben and Me,Robert Lawson,"Little, Brown",1988.0,http://images.amazon.com/images/P/0316517305.01.LZZZZZZZ.jpg
0394849280,Ben Franklin of Old Philadelphia (Landmark Books),MARGARET COUSINS,Random House Books for Young Readers,2004.0,http://images.amazon.com/images/P/0394849280.01.LZZZZZZZ.jpg
1559948302,Taste of Power: A Black Woman's Story,Elaine Brown,Harper Audio,1994.0,http://images.amazon.com/images/P/1559948302.01.LZZZZZZZ.jpg
0671024361,Until the Day They Die,Christine McGuire,Pocket,2001.0,http://images.amazon.com/images/P/0671024361.01.LZZZZZZZ.jpg
0060630795,Merton: A biography,Monica Furlong,Harper &amp; Row,1980.0,http://images.amazon.com/images/P/0060630795.01.LZZZZZZZ.jpg
0449230694,CAPTAINS AND THE KING,Taylor Caldwell,Fawcett Books,1976.0,http://images.amazon.com/images/P/0449230694.01.LZZZZZZZ.jpg
0399141928,Naked Came the Manatee: A Novel,Carl Hiaasen,Putnam Pub Group,1996.0,http://images.amazon.com/images/P/0399141928.01.LZZZZZZZ.jpg
0440180694,So Much Blood,Simon Brett,Dell Publishing Company,1986.0,http://images.amazon.com/images/P/0440180694.01.LZZZZZZZ.jpg
0345405641,The Great War: Breakthroughs,Harry Turtledove,Del Rey Books,2001.0,http://images.amazon.com/images/P/0345405641.01.LZZZZZZZ.jpg
0312957637,Specimen Song: A Gabriel Du Pre Mystery (Montana Mystery (Hardcover)),Peter Bowen,St Martins Pr (Mm),1996.0,http://images.amazon.com/images/P/0312957637.01.LZZZZZZZ.jpg
0316706205,Snakebite Sonnet: A Novel,Max Phillips,Little Brown &amp; Co,1996.0,http://images.amazon.com/images/P/0316706205.01.LZZZZZZZ.jpg
0312241100,Say Goodbye: The Laurie Moss Story,Lewis Shiner,St Martins Pr,1999.0,http://images.amazon.com/images/P/0312241100.01.LZZZZZZZ.jpg
1551669056,Between Friends,Debbie Macomber,Mira,2002.0,http://images.amazon.com/images/P/1551669056.01.LZZZZZZZ.jpg
0091839297,Disreputable People,Penelope Rowe,Trafalgar Square,1998.0,http://images.amazon.com/images/P/0091839297.01.LZZZZZZZ.jpg
1566194466,Four complete novels,H. G Wells,Barnes &amp; Noble Books,1994.0,http://images.amazon.com/images/P/1566194466.01.LZZZZZZZ.jpg
0880299002,Last of the Mohicans,James Fenimo Cooper,Barnes Noble,0.0,http://images.amazon.com/images/P/0880299002.01.LZZZZZZZ.jpg
9681508203,Un Mundo Feliz,Aldous L. Huxley,"Editores Mexicanos Unidos, S.A.",1995.0,http://images.amazon.com/images/P/9681508203.01.LZZZZZZZ.jpg
0451518640,The Wonderful Wizard of Oz (Signet Classics (Paperback)),L. Frank Baum,Signet Classics,1984.0,http://images.amazon.com/images/P/0451518640.01.LZZZZZZZ.jpg
0312914725,The Carousel,Rosamunde Pilcher,St Martins Pr,1989.0,http://images.amazon.com/images/P/0312914725.01.LZZZZZZZ.jpg
0312979541,The Bridal Veil,Alexis Harrington,St. Martin's Paperbacks,2002.0,http://images.amazon.com/images/P/0312979541.01.LZZZZZZZ.jpg
048660506X,Elementary Statistics with Applications in Medicine and the Biological Sciences,Frederick E. Croxton,Dover Publications,1953.0,http://images.amazon.com/images/P/048660506X.01.LZZZZZZZ.jpg
0521379253,Informal Logic : A Handbook for Critical Argument,Douglas N. Walton,Cambridge University Press,1989.0,http://images.amazon.com/images/P/0521379253.01.LZZZZZZZ.jpg
0140277374,Pears Cyclopaedia,Cook,Penguin Uk,1999.0,http://images.amazon.com/images/P/0140277374.01.LZZZZZZZ.jpg
0117022403,Whitaker's Almanack 1999 (Serial),Stationery Office,The Stationery Office/Tso,1998.0,http://images.amazon.com/images/P/0117022403.01.LZZZZZZZ.jpg
0312087985,"God's Politician: Pope John Paul Ii, the Catholic Church, and the New World Order",David Willey,St Martins Pr,1993.0,http://images.amazon.com/images/P/0312087985.01.LZZZZZZZ.jpg
0448143054,Monsters,Vincent Price,Grosset &amp; Dunlap,1981.0,http://images.amazon.com/images/P/0448143054.01.LZZZZZZZ.jpg
0706406257,Pictorial History of Ships,J.H. Martin,Smithmark Pub,1979.0,http://images.amazon.com/images/P/0706406257.01.LZZZZZZZ.jpg
0517383349,ABC of Lettering and Printing Typefaces: A Complete Guide to the Letters and Typefaces Used for Typesetting and Printing,Erik Lindgren,Random House Inc,1982.0,http://images.amazon.com/images/P/0517383349.01.LZZZZZZZ.jpg
0895773929,After Jesus: The Triumph of Christianity,Reader's Digest,Putnam Pub Group,1993.0,http://images.amazon.com/images/P/0895773929.01.LZZZZZZZ.jpg
0679406743,Latin for Even More Occasions: Lingua Latina Multo Pluribus Occasionibus,Henry Beard,Random House Inc,1991.0,http://images.amazon.com/images/P/0679406743.01.LZZZZZZZ.jpg
0394586603,Latin for All Occasions,HENRY BEARD,Villard,1990.0,http://images.amazon.com/images/P/0394586603.01.LZZZZZZZ.jpg
0395198437,"Money, Whence It Came, Where It Went",John Kenneth Galbraith,Houghton Mifflin Co (T),1975.0,http://images.amazon.com/images/P/0395198437.01.LZZZZZZZ.jpg
0590108395,"The Hidden Stairs and the Magic Carpet (Secret of Droon, No 1)",Tony Abbott,Scholastic,1999.0,http://images.amazon.com/images/P/0590108395.01.LZZZZZZZ.jpg
0439369061,We Are Patriots Hope's Revolutionary War Diary: Book Two (My America),Kristiana Gregory,Scholastic,2002.0,http://images.amazon.com/images/P/0439369061.01.LZZZZZZZ.jpg
0394172191,100 Selected Poems,E. E. Cummings,Grove Press,1959.0,http://images.amazon.com/images/P/0394172191.01.LZZZZZZZ.jpg
038000321X,Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,Avon,1975.0,http://images.amazon.com/images/P/038000321X.01.LZZZZZZZ.jpg
0811818438,Juan y los frijoles mÃ¡gicos / Jack and the Beanstalk,Marta Mata,Chronicle Books,1998.0,http://images.amazon.com/images/P/0811818438.01.LZZZZZZZ.jpg
0679720561,Chinese Lives: An Oral History of Contemporary China,Zhang Xinxin,Pantheon Books,1988.0,http://images.amazon.com/images/P/0679720561.01.LZZZZZZZ.jpg
0671651129,GATHERING OF SAINTS,Robert Lindsey,Simon &amp; Schuster,1988.0,http://images.amazon.com/images/P/0671651129.01.LZZZZZZZ.jpg
8432069159,El balneario (Serie Carvalho),Manuel VÃ¡zquez MontalbÃ¡n,Planeta,1987.0,http://images.amazon.com/images/P/8432069159.01.LZZZZZZZ.jpg
0830813519,The Muselings (The Overton Adventures),Ed Wicke,Intervarsity Pr,1991.0,http://images.amazon.com/images/P/0830813519.01.LZZZZZZZ.jpg
0786813962,Switchers,Kate Thompson,Hyperion Books for Children,1999.0,http://images.amazon.com/images/P/0786813962.01.LZZZZZZZ.jpg
052594737X,"Are You Rapture Ready?: Signs, Prophecies, Warnings, Threats, and Suspicions That the Endtime Is Now",Todd Strandberg,Dutton Books,2003.0,http://images.amazon.com/images/P/052594737X.01.LZZZZZZZ.jpg
8426423248,Rumbo a Peor,Samuel Beckett,Sites/Lumen Books,2001.0,http://images.amazon.com/images/P/8426423248.01.LZZZZZZZ.jpg
1591130735,Sunday Best,N. Barry Carver,Booklocker.com,2001.0,http://images.amazon.com/images/P/1591130735.01.LZZZZZZZ.jpg
3803111838,WÃ?Â¤hrend die Frauen schlafen.,Javier Marias,Wagenbach,1999.0,http://images.amazon.com/images/P/3803111838.01.LZZZZZZZ.jpg
0070399042,Sweet Life: Adventures on the Way to Paradise,Barry Manilow,McGraw-Hill,1987.0,http://images.amazon.com/images/P/0070399042.01.LZZZZZZZ.jpg
0140622594,Father Brown Stories (Penguin Popular Classics),G.K. Chesterton,Penguin Books Ltd,1997.0,http://images.amazon.com/images/P/0140622594.01.LZZZZZZZ.jpg
325725010X,Der Maulwurf Grabowski.,Luis Murschetz,Diogenes,1998.0,http://images.amazon.com/images/P/325725010X.01.LZZZZZZZ.jpg
0746034458,The Usborne Book of Treasure Hunting (Prospecting and Treasure Hunting),Anna Claybourne,E.D.C. Publishing,1999.0,http://images.amazon.com/images/P/0746034458.01.LZZZZZZZ.jpg
0684810379,WHAT WILD ECSTASY : The Rise and Fall of the Sexual Revolution,John Heidenry,Simon &amp; Schuster,1997.0,http://images.amazon.com/images/P/0684810379.01.LZZZZZZZ.jpg
0688100686,Slow Motion Riot: A Novel,Peter Blauner,William Morrow &amp; Company,1991.0,http://images.amazon.com/images/P/0688100686.01.LZZZZZZZ.jpg
0671525018,HOLLYWOOD HUSBANDS,Judy Collins,Pocket,1987.0,http://images.amazon.com/images/P/0671525018.01.LZZZZZZZ.jpg
0399143041,Night Passage (Jesse Stone Novels (Hardcover)),Robert B. Parker,Putnam Pub Group,1997.0,http://images.amazon.com/images/P/0399143041.01.LZZZZZZZ.jpg
0425046877,Dune,Frank Herbert,Berkley Publishing Group,1980.0,http://images.amazon.com/images/P/0425046877.01.LZZZZZZZ.jpg
3442430348,"Ninotschka, die Herrin der Taiga.",Heinz GÃ?Â¼nther Konsalik,Goldmann,1995.0,http://images.amazon.com/images/P/3442430348.01.LZZZZZZZ.jpg
3596148820,Ein Fest fÃ?Â¼r Jimmy.,Roddy Doyle,"Fischer (Tb.), Frankfurt",2001.0,http://images.amazon.com/images/P/3596148820.01.LZZZZZZZ.jpg
0380733285,Past Reason Hated: An Inspector Banks Mystery,Peter Robinson,Avon,2000.0,http://images.amazon.com/images/P/0380733285.01.LZZZZZZZ.jpg
0373027214,"Dare To Trust (Harlequin Romance, No 2721)",Anne McAllister,Harlequin,1985.0,http://images.amazon.com/images/P/0373027214.01.LZZZZZZZ.jpg
0671664271,Lost Horizon,James Hilton,Pocket,1988.0,http://images.amazon.com/images/P/0671664271.01.LZZZZZZZ.jpg
0330266454,Riddley Walker,Russell Hoban,Trans-Atlantic Publications,1982.0,http://images.amazon.com/images/P/0330266454.01.LZZZZZZZ.jpg
0671253832,The Seat of the Soul,Gary Zukav,Simon &amp; Schuster,1989.0,http://images.amazon.com/images/P/0671253832.01.LZZZZZZZ.jpg
0345331354,Cosmos,Carl Sagan,Ballantine Books,1993.0,http://images.amazon.com/images/P/0345331354.01.LZZZZZZZ.jpg
0380719088,Don't Know Much About the Civil War : Everything You Need to Know About America's Greatest Conflict but Never Learned (Don't Know Much About...(Paperback)),Kenneth C. Davis,Perennial Currents,1999.0,http://images.amazon.com/images/P/0380719088.01.LZZZZZZZ.jpg
0670823597,The Second World War,John Keegan,Penguin USA,1989.0,http://images.amazon.com/images/P/0670823597.01.LZZZZZZZ.jpg
0553210076,Moby Dick,Herman Melville,Bantam,1981.0,http://images.amazon.com/images/P/0553210076.01.LZZZZZZZ.jpg
0878423028,Rocks from Space: Meteorites and Meteorite Hunters,O. Richard Norton,Mountain Pr,1994.0,http://images.amazon.com/images/P/0878423028.01.LZZZZZZZ.jpg
0394549082,Comet,Carl Sagan,Random House Inc,1985.0,http://images.amazon.com/images/P/0394549082.01.LZZZZZZZ.jpg
0060977728,The Shadow University: The Betrayal Of Liberty On America's Campuses,Alan Charles Kors,Perennial,1999.0,http://images.amazon.com/images/P/0060977728.01.LZZZZZZZ.jpg
1853670383,"King of Air Fighters: The Biography of Major \Mick\"" Mannock, V.C., D.S.O., M.C. (Vintage Aviation Library, No 21)""",Ira Jones,Greenhill Books/Lionel Leventhal,1989.0,http://images.amazon.com/images/P/1853670383.01.LZZZZZZZ.jpg
0300072023,War and the World: Military Power and the Fate of Continents 1450-2000,Jeremy Black,Yale University Press,1998.0,http://images.amazon.com/images/P/0300072023.01.LZZZZZZZ.jpg
0394502949,Cosmos,Carl Sagan,Random House,1980.0,http://images.amazon.com/images/P/0394502949.01.LZZZZZZZ.jpg
0688084613,Guidebook to Zen and the Art of Motorcycle Maintenance,Thomas S. J. Steele,William Morrow &amp; Company,1990.0,http://images.amazon.com/images/P/0688084613.01.LZZZZZZZ.jpg
038548884X,Slo Mo!: My Untrue Story,Rick Reilly,Doubleday Books,1999.0,http://images.amazon.com/images/P/038548884X.01.LZZZZZZZ.jpg
0819563366,The Einstein Intersection,Samuel R. Delany,Wesleyan University Press,1998.0,http://images.amazon.com/images/P/0819563366.01.LZZZZZZZ.jpg
0345303059,2010: Odyssey Two,Arthur Clarke,Ballantine Books,1982.0,http://images.amazon.com/images/P/0345303059.01.LZZZZZZZ.jpg
1884737110,Two Wheels: A Cycling Murder Mystery,Greg Moody,VeloPress,1996.0,http://images.amazon.com/images/P/1884737110.01.LZZZZZZZ.jpg
1884737927,Deadroll: A Cycling Murder Mystery,Greg Moody,VeloPress,2001.0,http://images.amazon.com/images/P/1884737927.01.LZZZZZZZ.jpg
1931382034,Dead Air: A Cycling Murder Mystery,Greg Moody,VeloPress,2002.0,http://images.amazon.com/images/P/1931382034.01.LZZZZZZZ.jpg
0679764860,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,Random House Trade,1995.0,http://images.amazon.com/images/P/0679764860.01.LZZZZZZZ.jpg
0517200554,The NBA at Fifty,Mark Vancil,Random House Inc,1996.0,http://images.amazon.com/images/P/0517200554.01.LZZZZZZZ.jpg
0395883822,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,Houghton Mifflin Co,1998.0,http://images.amazon.com/images/P/0395883822.01.LZZZZZZZ.jpg
0671476882,GOD NEW PHYSICS,Paul Davies,Simon &amp; Schuster,1983.0,http://images.amazon.com/images/P/0671476882.01.LZZZZZZZ.jpg
0553129635,Severe Mercy,Sheldon Vanauken,Bantam Doubleday Dell,0.0,http://images.amazon.com/images/P/0553129635.01.LZZZZZZZ.jpg
0385132689,The well-played game: A player's philosophy,Bernard De Koven,Anchor Press,1978.0,http://images.amazon.com/images/P/0385132689.01.LZZZZZZZ.jpg
034530148X,The Forever War,Joe Haldeman,Del Rey Books,1981.0,http://images.amazon.com/images/P/034530148X.01.LZZZZZZZ.jpg
0345452062,Rise to Rebellion,JEFFREY M. SHAARA,Ballantine Books,2002.0,http://images.amazon.com/images/P/0345452062.01.LZZZZZZZ.jpg
0671632337,COLLAPSING UNIVRSE,Isaac Asimov,Pocket,1986.0,http://images.amazon.com/images/P/0671632337.01.LZZZZZZZ.jpg
0394753518,Penn and Teller's Cruel Tricks for Dear Friends / Book and Trick Packet,Penn Jillette,Villard Books,1990.0,http://images.amazon.com/images/P/0394753518.01.LZZZZZZZ.jpg
0684831139,The REDNECK MANIFESTO,Jim Goad,Simon &amp; Schuster,1997.0,http://images.amazon.com/images/P/0684831139.01.LZZZZZZZ.jpg
0922915776,Shit Magnet: One Man's Miraculous Ability to Absorb the World's Guilt,Jim Goad,Feral House,2002.0,http://images.amazon.com/images/P/0922915776.01.LZZZZZZZ.jpg
0671770063,Revelation X : The 'Bob'Apocryphon : Hidden Teachings and Deuterocanonical Texts of J.R. 'Bob' Dobbs,The SubGenius Foundation,Fireside,1994.0,http://images.amazon.com/images/P/0671770063.01.LZZZZZZZ.jpg
0312045816,Splatterpunks: Extreme Horror,Paul M. Sammon,St Martins Pr,1990.0,http://images.amazon.com/images/P/0312045816.01.LZZZZZZZ.jpg
1561840513,The Illuminati Conspiracy: The Sapiens System,"Donald, M.D. Holmes",New Falcon Publications,1992.0,http://images.amazon.com/images/P/1561840513.01.LZZZZZZZ.jpg
1891620428,Place Called Waco a Survivors Story,David Thibodeau,PublicAffairs,1999.0,http://images.amazon.com/images/P/1891620428.01.LZZZZZZZ.jpg
0929385225,Behold a Pale Horse,William Cooper,Light Technology Publishing,1991.0,http://images.amazon.com/images/P/0929385225.01.LZZZZZZZ.jpg
1871592208,Killing for Culture: An Illustrated History of Death Film (Creation Cinema),David Kerekes,Creation Books,1996.0,http://images.amazon.com/images/P/1871592208.01.LZZZZZZZ.jpg
031218302X,Red Meat : A Collection of Red Meat Cartoons From the Secret Files of Max Cannon,Max Cannon,St. Martin's Griffin,1997.0,http://images.amazon.com/images/P/031218302X.01.LZZZZZZZ.jpg
0671638106,"The Book of the SubGenius : Being the Divine Wisdom, Guidance, and Prophecy of J.R. 'Bob' Dobbs, High Epopt of the Church of the SubGenius, Here Inscribed for the Salvation of Future Generations and in the Hope that Slack May Someday Reign on this Earth",J.R. Dobbs,Fireside,1987.0,http://images.amazon.com/images/P/0671638106.01.LZZZZZZZ.jpg
0879756918,Making of the Messiah: Christianity and Resentment,Robert Sheaffer,Prometheus Books,1991.0,http://images.amazon.com/images/P/0879756918.01.LZZZZZZZ.jpg
1873176031,Answer Me!: First Three Issues of Legendary Magazine,Jim Goad,AK Press,1994.0,http://images.amazon.com/images/P/1873176031.01.LZZZZZZZ.jpg
0394412168,Alfred Hitchcock Presents: Stories That Go Bump in the Night,Alfred Hitchock,Random House Inc,1977.0,http://images.amazon.com/images/P/0394412168.01.LZZZZZZZ.jpg
0446531278,Acts of God (Book Three of The Christ Clone Trilogy),James BeauSeigneur,Warner Books,2004.0,http://images.amazon.com/images/P/0446531278.01.LZZZZZZZ.jpg
044653126X,"Birth of an Age (The Christ Clone Trilogy, Book Two)",James BeauSeigneur,Warner Books,2003.0,http://images.amazon.com/images/P/044653126X.01.LZZZZZZZ.jpg
0446531251,"In His Image (The Christ Clone Trilogy, Book 1)",James BeauSeigneur,Warner Books,2003.0,http://images.amazon.com/images/P/0446531251.01.LZZZZZZZ.jpg
0842384197,"End of State (Political Thriller Left Behind, 1)",Neesa Hart,Tyndale House Publishers,2004.0,http://images.amazon.com/images/P/0842384197.01.LZZZZZZZ.jpg
0842332359,Glorious Appearing: The End of Days (Left Behind #12),Tim F. Lahaye,Tyndale House Publishers,2004.0,http://images.amazon.com/images/P/0842332359.01.LZZZZZZZ.jpg
0764551175,Yoga for Dummies,Georg  Feuerstein,For Dummies,1999.0,http://images.amazon.com/images/P/0764551175.01.LZZZZZZZ.jpg
078688391X,Me: Five Years from Now : The Life-Planning Book You Write Yourself!,Sheree Bykofsky,Hyperion,1999.0,http://images.amazon.com/images/P/078688391X.01.LZZZZZZZ.jpg
0316139912,Ice Magic (Matt Christopher Sports Classics),Matthew F Christopher,"Little, Brown",1987.0,http://images.amazon.com/images/P/0316139912.01.LZZZZZZZ.jpg
0802465471,10 Keys for Unlocking the Bible: Treasures That Will Change Your Life,Colin S Smith,Moody Publishers,2002.0,http://images.amazon.com/images/P/0802465471.01.LZZZZZZZ.jpg
0764552287,Hockey for Dummies,John  Davidson,For Dummies,2000.0,http://images.amazon.com/images/P/0764552287.01.LZZZZZZZ.jpg
0802464645,The Antichrist (The Left Behind Bible Studies),Neil Wilson,Moody Publishers,2003.0,http://images.amazon.com/images/P/0802464645.01.LZZZZZZZ.jpg
0866119582,Treasure Island (Great Illustrated Classics),Robert Louis Steveanson,Playmore Inc. Publishers,1989.0,http://images.amazon.com/images/P/0866119582.01.LZZZZZZZ.jpg
0866119663,The Three Musketeers (Great Illustrated Classics),Alexandre Dumas,Playmore Inc. Publishers,1990.0,http://images.amazon.com/images/P/0866119663.01.LZZZZZZZ.jpg
0866119787,Red Badge of Courage (Great Illustrated Classics),Stephen Crane,Playmore Inc. Publishers,1993.0,http://images.amazon.com/images/P/0866119787.01.LZZZZZZZ.jpg
0866119698,"20,000 Leagues Under the Sea (Great Illustrated Classics)",Malvina G. Vogel,Playmore Inc. Publishers,1992.0,http://images.amazon.com/images/P/0866119698.01.LZZZZZZZ.jpg
0785273077,A Hero in Every Heart: Champions from All Walks of Life Share Powerful Messages to Inspire the Hero in Each of Us,H. Jackson Brown,Thomas Nelson Inc,1996.0,http://images.amazon.com/images/P/0785273077.01.LZZZZZZZ.jpg
0310234697,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,Lee Strobel,Zondervan Publishing Company,2000.0,http://images.amazon.com/images/P/0310234697.01.LZZZZZZZ.jpg
0316135208,Cool as Ice,Matt Christopher,"Little, Brown",2001.0,http://images.amazon.com/images/P/0316135208.01.LZZZZZZZ.jpg
084995990X,The Incredible Worlds Of Wally Mcdoogle: #19 My Life As A Cowboy Cowpie,Bill Myers,Thomas Nelson,2001.0,http://images.amazon.com/images/P/084995990X.01.LZZZZZZZ.jpg
0439148901,"The Journal of Patrick Seamus Flaherty : A United States Marine Corps, Khe Sanh,Vietnam ,1968 (My Name Is America)",Ellen Emerson White,Scholastic,2002.0,http://images.amazon.com/images/P/0439148901.01.LZZZZZZZ.jpg
